"file","call","count"
"R/ssrhe_hessian_energy.R","get",1
"R/ssrhe_hessian_energy.R","grepl",1
"R/ssrhe_hessian_energy.R","ifelse",1
"R/ssrhe_hessian_energy.R","intersect",1
"R/ssrhe_hessian_energy.R","is.infinite",1
"R/ssrhe_hessian_energy.R","match",1
"R/ssrhe_hessian_energy.R","on.exit",1
"R/ssrhe_hessian_energy.R","range",1
"R/ssrhe_hessian_energy.R","rm",1
"R/ssrhe_hessian_energy.R","rowMeans",1
"R/ssrhe_hessian_energy.R","sample",1
"R/ssrhe_hessian_energy.R","set.seed",1
"R/ssrhe_hessian_energy.R","sign",1
"R/ssrhe_hessian_energy.R","signif",1
"R/ssrhe_hessian_energy.R","structure",1
"R/ssrhe_hessian_energy.R","svd",1
"R/ulogit.R","length",34
"R/ulogit.R","stop",34
"R/ulogit.R","cat",17
"R/ulogit.R","is.numeric",12
"R/ulogit.R","as.double",11
"R/ulogit.R","is.na",10
"R/ulogit.R","all",9
"R/ulogit.R","round",6
"R/ulogit.R","c",5
"R/ulogit.R","is.finite",5
"R/ulogit.R","sprintf",5
"R/ulogit.R","as.integer",4
"R/ulogit.R","is.null",4
"R/ulogit.R","is.logical",3
"R/ulogit.R","print",3
"R/ulogit.R",".Call",2
"R/ulogit.R","any",2
"R/ulogit.R","as.logical",2
"R/ulogit.R","class",2
"R/ulogit.R","ifelse",2
"R/ulogit.R","invisible",2
"R/ulogit.R","log",2
"R/ulogit.R","match.call",2
"R/ulogit.R","mean",2
"R/ulogit.R","rep",2
"R/ulogit.R","sum",2
"R/ulogit.R","exp",1
"R/ulogit.R","isTRUE",1
"R/ulogit.R","match.arg",1
"R/ulogit.R","names",1
"R/ulogit.R","pmax",1
"R/ulogit.R","pmin",1
