"file","call","count","call_package","target_file","target_proposed_package"
"R/malps.R","lapply",3,"external_or_base",NA,NA
"R/malps.R","match.call",3,"external_or_base",NA,NA
"R/malps.R","numeric",3,"external_or_base",NA,NA
"R/malps.R","storage.mode",3,"external_or_base",NA,NA
"R/malps.R","which",3,"external_or_base",NA,NA
"R/malps.R",".malps.build.prediction.supports",2,"gflow_internal","R/malps.R","geosmooth"
"R/malps.R",".malps.compact.kernel",2,"gflow_internal","R/malps.R","geosmooth"
"R/malps.R",".malps.design.column.names",2,"gflow_internal","R/malps.R","geosmooth"
"R/malps.R",".malps.distance.matrix",2,"gflow_internal","R/malps.R","geosmooth"
"R/malps.R",".malps.duplicate.row.info",2,"gflow_internal","R/malps.R","geosmooth"
"R/malps.R",".malps.fit.local.models",2,"gflow_internal","R/malps.R","geosmooth"
"R/malps.R",".malps.kernel.weights",2,"gflow_internal","R/malps.R","geosmooth"
"R/malps.R",".malps.make.candidate.table",2,"gflow_internal","R/malps.R","geosmooth"
"R/malps.R",".malps.model.quality.diagnostics",2,"gflow_internal","R/malps.R","geosmooth"
"R/malps.R",".malps.solve.wls",2,"gflow_internal","R/malps.R","geosmooth"
"R/malps.R",".malps.validate.degree",2,"gflow_internal","R/malps.R","geosmooth"
"R/malps.R",".malps.validate.integer.scalar",2,"gflow_internal","R/malps.R","geosmooth"
"R/malps.R",".malps.validate.positive.integer.grid",2,"gflow_internal","R/malps.R","geosmooth"
"R/malps.R",".validate.metric.graph.lowpass.graph",2,"gflow_internal","R/metric_graph_lowpass.R","geosmooth"
"R/malps.R","cbind",2,"external_or_base",NA,NA
"R/malps.R","diag",2,"external_or_base",NA,NA
"R/malps.R","invisible",2,"external_or_base",NA,NA
"R/malps.R","order",2,"external_or_base",NA,NA
"R/malps.R","pmax",2,"external_or_base",NA,NA
"R/malps.R","pmin",2,"external_or_base",NA,NA
"R/malps.R","rowSums",2,"external_or_base",NA,NA
"R/malps.R","set.seed",2,"external_or_base",NA,NA
"R/malps.R","shortest.path",2,"gflow_internal","R/graph_shortest_path.R","gflow"
"R/malps.R","switch",2,"external_or_base",NA,NA
"R/malps.R","which.min",2,"external_or_base",NA,NA
"R/malps.R",".graph.geodesic.fields",1,"gflow_internal","R/graph_geodesic_distances.R","gflow"
"R/malps.R",".local.pca.auto.chart.dim.with.metric",1,"gflow_internal","R/local_pca_chart_dim.R","shared"
"R/malps.R",".malps.bootstrap.weights",1,"gflow_internal","R/malps.R","geosmooth"
"R/malps.R",".malps.boundary.score",1,"gflow_internal","R/malps.R","geosmooth"
"R/malps.R",".malps.build.charts",1,"gflow_internal","R/malps.R","geosmooth"
"R/malps.R",".malps.build.supports",1,"gflow_internal","R/malps.R","geosmooth"
"R/malps.R",".malps.cv.loss",1,"gflow_internal","R/malps.R","geosmooth"
"R/malps.R",".malps.default.support.grid",1,"gflow_internal","R/malps.R","geosmooth"
"R/malps.R",".malps.inflate.radius",1,"gflow_internal","R/malps.R","geosmooth"
"R/malps.R",".malps.orient.pca.basis",1,"gflow_internal","R/malps.R","geosmooth"
"R/malps.R",".malps.predict.newdata",1,"gflow_internal","R/malps.R","geosmooth"
"R/malps.R",".malps.prepare.anchors",1,"gflow_internal","R/malps.R","geosmooth"
"R/malps.R",".malps.prepare.fixed.params",1,"gflow_internal","R/malps.R","geosmooth"
"R/malps.R",".malps.prepare.folds",1,"gflow_internal","R/malps.R","geosmooth"
"R/malps.R",".malps.prepare.graph.info",1,"gflow_internal","R/malps.R","geosmooth"
"R/malps.R",".malps.refit.with.supports",1,"gflow_internal","R/malps.R","geosmooth"
"R/malps.R",".malps.resolve.support.metric",1,"gflow_internal","R/malps.R","geosmooth"
"R/malps.R",".malps.robust.bisquare.weights",1,"gflow_internal","R/malps.R","geosmooth"
"R/malps.R",".malps.select.cv",1,"gflow_internal","R/malps.R","geosmooth"
"R/malps.R",".malps.select.cv.index",1,"gflow_internal","R/malps.R","geosmooth"
"R/malps.R",".malps.select.gcv",1,"gflow_internal","R/malps.R","geosmooth"
"R/malps.R",".malps.support.buffer.safe",1,"gflow_internal","R/malps.R","geosmooth"
"R/malps.R",".malps.support.distance.matrix",1,"gflow_internal","R/malps.R","geosmooth"
"R/malps.R",".malps.validate.anchor.coordinates",1,"gflow_internal","R/malps.R","geosmooth"
"R/malps.R",".malps.validate.anchor.index",1,"gflow_internal","R/malps.R","geosmooth"
"R/malps.R",".malps.validate.bootstrap.probs",1,"gflow_internal","R/malps.R","geosmooth"
"R/malps.R",".malps.validate.chart.dim",1,"gflow_internal","R/malps.R","geosmooth"
"R/malps.R",".malps.validate.degree.grid",1,"gflow_internal","R/malps.R","geosmooth"
"R/malps.R",".malps.validate.kernel.grid",1,"gflow_internal","R/malps.R","geosmooth"
"R/malps.R",".malps.validate.newdata",1,"gflow_internal","R/malps.R","geosmooth"
"R/malps.R",".malps.validate.positive.numeric.grid",1,"gflow_internal","R/malps.R","geosmooth"
"R/malps.R",".malps.validate.proportion",1,"gflow_internal","R/malps.R","geosmooth"
"R/malps.R",".malps.validate.refit.weights",1,"gflow_internal","R/malps.R","geosmooth"
"R/malps.R",".malps.validate.X",1,"gflow_internal","R/malps.R","geosmooth"
"R/malps.R",".malps.wls.coefficient.map",1,"gflow_internal","R/malps.R","geosmooth"
"R/malps.R",".validate.graph.geodesic.payload",1,"gflow_internal","R/graph_geodesic_distances.R","gflow"
"R/malps.R","%%",1,"syntax",NA,NA
"R/malps.R","anyDuplicated",1,"external_or_base",NA,NA
"R/malps.R","as.logical",1,"external_or_base",NA,NA
"R/malps.R","assign",1,"external_or_base",NA,NA
"R/malps.R","break",1,"syntax",NA,NA
"R/malps.R","choose",1,"external_or_base",NA,NA
"R/malps.R","colSums",1,"external_or_base",NA,NA
"R/malps.R","exists",1,"external_or_base",NA,NA
"R/malps.R","exp",1,"external_or_base",NA,NA
"R/malps.R","format",1,"external_or_base",NA,NA
"R/malps.R","get",1,"external_or_base",NA,NA
"R/malps.R","intersect",1,"external_or_base",NA,NA
"R/malps.R","logical",1,"external_or_base",NA,NA
"R/malps.R","malps.gcv",1,"gflow_internal","R/malps.R","geosmooth"
"R/malps.R","malps.smoother.matrix",1,"gflow_internal","R/malps.R","geosmooth"
"R/malps.R","message",1,"external_or_base",NA,NA
"R/malps.R","on.exit",1,"external_or_base",NA,NA
"R/malps.R","qr",1,"external_or_base",NA,NA
"R/malps.R","qr.coef",1,"external_or_base",NA,NA
"R/malps.R","rbind",1,"external_or_base",NA,NA
"R/malps.R","refit.malps",1,"gflow_internal","R/malps.R","geosmooth"
"R/malps.R","rm",1,"external_or_base",NA,NA
"R/malps.R","rowMeans",1,"external_or_base",NA,NA
"R/malps.R","sample",1,"external_or_base",NA,NA
"R/malps.R","sample.int",1,"external_or_base",NA,NA
"R/malps.R","setdiff",1,"external_or_base",NA,NA
"R/malps.R","solve",1,"external_or_base",NA,NA
"R/malps.R","split",1,"external_or_base",NA,NA
"R/malps.R","stats::rexp",1,"stats",NA,NA
"R/malps.R","stats::sd",1,"stats",NA,NA
"R/malps.R","suppressWarnings",1,"external_or_base",NA,NA
"R/malps.R","t",1,"external_or_base",NA,NA
"R/malps.R","tabulate",1,"external_or_base",NA,NA
"R/malps.R","unname",1,"external_or_base",NA,NA
"R/malps.R","warning",1,"external_or_base",NA,NA
"R/malps.R","which.max",1,"external_or_base",NA,NA
"R/malps.R","while",1,"syntax",NA,NA
"R/mean_shift_smoother.R","{",53,"syntax",NA,NA
"R/mean_shift_smoother.R","if",45,"syntax",NA,NA
"R/mean_shift_smoother.R","<-",40,"syntax",NA,NA
"R/mean_shift_smoother.R","||",35,"syntax",NA,NA
"R/mean_shift_smoother.R","as.integer",29,"external_or_base",NA,NA
"R/mean_shift_smoother.R","!",24,"syntax",NA,NA
"R/mean_shift_smoother.R","stop",24,"external_or_base",NA,NA
"R/mean_shift_smoother.R","c",23,"external_or_base",NA,NA
"R/mean_shift_smoother.R","$",18,"syntax",NA,NA
"R/mean_shift_smoother.R","as.double",16,"external_or_base",NA,NA
"R/mean_shift_smoother.R","!=",14,"syntax",NA,NA
"R/mean_shift_smoother.R","is.numeric",13,"external_or_base",NA,NA
"R/mean_shift_smoother.R","%in%",12,"syntax",NA,NA
"R/mean_shift_smoother.R","length",12,"external_or_base",NA,NA
"R/mean_shift_smoother.R","[[",10,"syntax",NA,NA
"R/mean_shift_smoother.R","-",9,"syntax",NA,NA
"R/mean_shift_smoother.R","<",7,"syntax",NA,NA
"R/mean_shift_smoother.R","as.numeric",7,"external_or_base",NA,NA
"R/mean_shift_smoother.R","<=",6,"syntax",NA,NA
"R/mean_shift_smoother.R","as.logical",6,"external_or_base",NA,NA
"R/mean_shift_smoother.R","is.null",6,"external_or_base",NA,NA
"R/mean_shift_smoother.R",">=",5,"syntax",NA,NA
"R/mean_shift_smoother.R","par",5,"external_or_base",NA,NA
"R/mean_shift_smoother.R","plot",5,"external_or_base",NA,NA
"R/mean_shift_smoother.R",":",4,"syntax",NA,NA
"R/mean_shift_smoother.R","(",4,"syntax",NA,NA
"R/mean_shift_smoother.R","[",4,"syntax",NA,NA
"R/mean_shift_smoother.R","==",4,"syntax",NA,NA
"R/mean_shift_smoother.R",">",4,"syntax",NA,NA
"R/mean_shift_smoother.R","function",4,"syntax",NA,NA
"R/mean_shift_smoother.R","names",4,"external_or_base",NA,NA
"R/mean_shift_smoother.R","paste",4,"external_or_base",NA,NA
"R/mean_shift_smoother.R","round",4,"external_or_base",NA,NA
"R/mean_shift_smoother.R",".Call",3,"external_or_base",NA,NA
"R/mean_shift_smoother.R","as.matrix",3,"external_or_base",NA,NA
"R/mean_shift_smoother.R","missing",3,"external_or_base",NA,NA
"R/mean_shift_smoother.R","*",2,"syntax",NA,NA
"R/mean_shift_smoother.R","abs",2,"external_or_base",NA,NA
"R/mean_shift_smoother.R","any",2,"external_or_base",NA,NA
"R/mean_shift_smoother.R","inherits",2,"external_or_base",NA,NA
"R/mean_shift_smoother.R","max",2,"external_or_base",NA,NA
"R/mean_shift_smoother.R","range",2,"external_or_base",NA,NA
"R/mean_shift_smoother.R","warning",2,"external_or_base",NA,NA
"R/mean_shift_smoother.R","abline",1,"external_or_base",NA,NA
"R/mean_shift_smoother.R","adaptive_mean_shift_gfa",1,"gflow_internal","R/mean_shift_smoother.R","geosmooth"
"R/mean_shift_smoother.R","class",1,"external_or_base",NA,NA
"R/mean_shift_smoother.R","is.character",1,"external_or_base",NA,NA
"R/mean_shift_smoother.R","is.double",1,"external_or_base",NA,NA
"R/mean_shift_smoother.R","is.infinite",1,"external_or_base",NA,NA
"R/mean_shift_smoother.R","is.logical",1,"external_or_base",NA,NA
"R/mean_shift_smoother.R","is.matrix",1,"external_or_base",NA,NA
"R/mean_shift_smoother.R","is.na",1,"external_or_base",NA,NA
"R/mean_shift_smoother.R","knn_adaptive_mean_shift_gfa",1,"gflow_internal","R/mean_shift_smoother.R","geosmooth"
"R/mean_shift_smoother.R","list",1,"external_or_base",NA,NA
"R/mean_shift_smoother.R","match.arg",1,"external_or_base",NA,NA
"R/mean_shift_smoother.R","mtext",1,"external_or_base",NA,NA
"R/mean_shift_smoother.R","ncol",1,"external_or_base",NA,NA
"R/mean_shift_smoother.R","nrow",1,"external_or_base",NA,NA
"R/mean_shift_smoother.R","on.exit",1,"external_or_base",NA,NA
"R/mean_shift_smoother.R","rcpp_adaptive_mean_shift_gfa",1,"gflow_internal","R/RcppExports.R","shared"
"R/mean_shift_smoother.R","rcpp_knn_adaptive_mean_shift_gfa",1,"gflow_internal","R/RcppExports.R","shared"
"R/mean_shift_smoother.R","return",1,"syntax",NA,NA
"R/mean_shift_smoother.R","storage.mode",1,"external_or_base",NA,NA
"R/mean_shift_smoother.R","switch",1,"external_or_base",NA,NA
"R/mean_shift_smoother.R","try",1,"external_or_base",NA,NA
"R/mean_shift_smoother.R","which",1,"external_or_base",NA,NA
"R/mean_shift_smoother.R","which.min",1,"external_or_base",NA,NA
"R/metric_graph_lowpass.R","<-",143,"syntax",NA,NA
"R/metric_graph_lowpass.R","$",105,"syntax",NA,NA
"R/metric_graph_lowpass.R","if",59,"syntax",NA,NA
"R/metric_graph_lowpass.R","{",54,"syntax",NA,NA
"R/metric_graph_lowpass.R","||",37,"syntax",NA,NA
"R/metric_graph_lowpass.R","stop",35,"external_or_base",NA,NA
"R/metric_graph_lowpass.R","!",31,"syntax",NA,NA
"R/metric_graph_lowpass.R","sprintf",31,"external_or_base",NA,NA
"R/metric_graph_lowpass.R",".require.metric.graph.lowpass.finite",28,"gflow_internal","R/metric_graph_lowpass.R","geosmooth"
"R/metric_graph_lowpass.R","length",25,"external_or_base",NA,NA
"R/metric_graph_lowpass.R","c",20,"external_or_base",NA,NA
"R/metric_graph_lowpass.R","[",18,"syntax",NA,NA
"R/metric_graph_lowpass.R","function",18,"syntax",NA,NA
"R/metric_graph_lowpass.R","!=",15,"syntax",NA,NA
"R/metric_graph_lowpass.R","cat",11,"external_or_base",NA,NA
"R/metric_graph_lowpass.R","is.finite",11,"external_or_base",NA,NA
"R/metric_graph_lowpass.R","is.null",11,"external_or_base",NA,NA
"R/metric_graph_lowpass.R","is.numeric",11,"external_or_base",NA,NA
"R/metric_graph_lowpass.R","list",10,"external_or_base",NA,NA
"R/metric_graph_lowpass.R","[[",9,"syntax",NA,NA
"R/metric_graph_lowpass.R","==",9,"syntax",NA,NA
"R/metric_graph_lowpass.R","any",9,"external_or_base",NA,NA
"R/metric_graph_lowpass.R",".validate.positive.integer.scalar",8,"gflow_internal","R/metric_graph_lowpass.R","geosmooth"
"R/metric_graph_lowpass.R","as.double",8,"external_or_base",NA,NA
"R/metric_graph_lowpass.R","as.vector",8,"external_or_base",NA,NA
"R/metric_graph_lowpass.R","-",7,"syntax",NA,NA
"R/metric_graph_lowpass.R","<",7,"syntax",NA,NA
"R/metric_graph_lowpass.R",">",7,"syntax",NA,NA
"R/metric_graph_lowpass.R","as.integer",7,"external_or_base",NA,NA
"R/metric_graph_lowpass.R","<=",6,"syntax",NA,NA
"R/metric_graph_lowpass.R","match.arg",6,"external_or_base",NA,NA
"R/metric_graph_lowpass.R","seq_len",6,"external_or_base",NA,NA
"R/metric_graph_lowpass.R","class",5,"external_or_base",NA,NA
"R/metric_graph_lowpass.R","for",5,"syntax",NA,NA
"R/metric_graph_lowpass.R","is.na",5,"external_or_base",NA,NA
"R/metric_graph_lowpass.R","colnames",4,"external_or_base",NA,NA
"R/metric_graph_lowpass.R","invisible",4,"external_or_base",NA,NA
"R/metric_graph_lowpass.R","matrix",4,"external_or_base",NA,NA
"R/metric_graph_lowpass.R","(",3,"syntax",NA,NA
"R/metric_graph_lowpass.R","*",3,"syntax",NA,NA
"R/metric_graph_lowpass.R","abs",3,"external_or_base",NA,NA
"R/metric_graph_lowpass.R","colSums",3,"external_or_base",NA,NA
"R/metric_graph_lowpass.R","crossprod",3,"external_or_base",NA,NA
"R/metric_graph_lowpass.R","inherits",3,"external_or_base",NA,NA
"R/metric_graph_lowpass.R","is.list",3,"external_or_base",NA,NA
"R/metric_graph_lowpass.R","isTRUE",3,"external_or_base",NA,NA
"R/metric_graph_lowpass.R","names",3,"external_or_base",NA,NA
"R/metric_graph_lowpass.R","numeric",3,"external_or_base",NA,NA
"R/metric_graph_lowpass.R","return",3,"syntax",NA,NA
"R/metric_graph_lowpass.R",".attach.metric.graph.lowpass.laplacian",2,"gflow_internal","R/metric_graph_lowpass.R","geosmooth"
"R/metric_graph_lowpass.R",".Call",2,"external_or_base",NA,NA
"R/metric_graph_lowpass.R",".prepare.metric.graph.lowpass.eta.grid",2,"gflow_internal","R/metric_graph_lowpass.R","geosmooth"
"R/metric_graph_lowpass.R",".validate.metric.graph.lowpass.gcv.result",2,"gflow_internal","R/metric_graph_lowpass.R","geosmooth"
"R/metric_graph_lowpass.R",".validate.metric.graph.lowpass.graph",2,"gflow_internal","R/metric_graph_lowpass.R","geosmooth"
"R/metric_graph_lowpass.R",".validate.metric.graph.lowpass.operator.args",2,"gflow_internal","R/metric_graph_lowpass.R","geosmooth"
"R/metric_graph_lowpass.R",".validate.metric.graph.lowpass.response",2,"gflow_internal","R/metric_graph_lowpass.R","geosmooth"
"R/metric_graph_lowpass.R","/",2,"syntax",NA,NA
"R/metric_graph_lowpass.R","&&",2,"syntax",NA,NA
"R/metric_graph_lowpass.R","%*%",2,"external_or_base",NA,NA
"R/metric_graph_lowpass.R","^",2,"syntax",NA,NA
"R/metric_graph_lowpass.R","+",2,"syntax",NA,NA
"R/metric_graph_lowpass.R","as.logical",2,"external_or_base",NA,NA
"R/metric_graph_lowpass.R","as.matrix",2,"external_or_base",NA,NA
"R/metric_graph_lowpass.R","compute.filter.weights.matrix",2,"gflow_internal","R/refit_rdgraph_regression.R","geosmooth"
"R/metric_graph_lowpass.R","floor",2,"external_or_base",NA,NA
"R/metric_graph_lowpass.R","is.matrix",2,"external_or_base",NA,NA
"R/metric_graph_lowpass.R","lapply",2,"external_or_base",NA,NA
"R/metric_graph_lowpass.R","ncol",2,"external_or_base",NA,NA
"R/metric_graph_lowpass.R","nrow",2,"external_or_base",NA,NA
"R/metric_graph_lowpass.R","select.eta.gcv.single",2,"gflow_internal","R/refit_rdgraph_regression.R","geosmooth"
"R/metric_graph_lowpass.R","vector",2,"external_or_base",NA,NA
"R/metric_graph_lowpass.R","warning",2,"external_or_base",NA,NA
"R/metric_graph_lowpass.R",".make.metric.graph.lowpass.block.index",1,"gflow_internal","R/metric_graph_lowpass.R","geosmooth"
"R/metric_graph_lowpass.R",".prepare.metric.graph.lowpass.response.matrix",1,"gflow_internal","R/metric_graph_lowpass.R","geosmooth"
"R/metric_graph_lowpass.R",".validate.metric.graph.lowpass.solver.args",1,"gflow_internal","R/metric_graph_lowpass.R","geosmooth"
"R/metric_graph_lowpass.R",".validate.optional.block.size",1,"gflow_internal","R/metric_graph_lowpass.R","geosmooth"
"R/metric_graph_lowpass.R","|",1,"syntax",NA,NA
"R/metric_graph_lowpass.R","anyDuplicated",1,"external_or_base",NA,NA
"R/metric_graph_lowpass.R","anyNA",1,"external_or_base",NA,NA
"R/metric_graph_lowpass.R","as.numeric",1,"external_or_base",NA,NA
"R/metric_graph_lowpass.R","attr",1,"external_or_base",NA,NA
"R/metric_graph_lowpass.R","ceiling",1,"external_or_base",NA,NA
"R/metric_graph_lowpass.R","generate.eta.grid",1,"gflow_internal","R/compat_helpers.R","shared"
"R/metric_graph_lowpass.R","integer",1,"external_or_base",NA,NA
"R/metric_graph_lowpass.R","is.integer",1,"external_or_base",NA,NA
"R/metric_graph_lowpass.R","is.logical",1,"external_or_base",NA,NA
"R/metric_graph_lowpass.R","match",1,"external_or_base",NA,NA
"R/metric_graph_lowpass.R","match.call",1,"external_or_base",NA,NA
"R/metric_graph_lowpass.R","Matrix::sparseMatrix",1,"Matrix",NA,NA
"R/metric_graph_lowpass.R","max",1,"external_or_base",NA,NA
"R/metric_graph_lowpass.R","message",1,"external_or_base",NA,NA
"R/metric_graph_lowpass.R","pmax",1,"external_or_base",NA,NA
"R/metric_graph_lowpass.R","requireNamespace",1,"external_or_base",NA,NA
"R/metric_graph_lowpass.R","seq_along",1,"external_or_base",NA,NA
"R/metric_graph_lowpass.R","split",1,"external_or_base",NA,NA
"R/metric_graph_lowpass.R","storage.mode",1,"external_or_base",NA,NA
"R/pttf_fit.R","<-",116,"syntax",NA,NA
"R/pttf_fit.R","$",58,"syntax",NA,NA
"R/pttf_fit.R","{",57,"syntax",NA,NA
"R/pttf_fit.R","if",40,"syntax",NA,NA
"R/pttf_fit.R","[",28,"syntax",NA,NA
"R/pttf_fit.R","!",22,"syntax",NA,NA
"R/pttf_fit.R","length",20,"external_or_base",NA,NA
"R/pttf_fit.R","function",18,"syntax",NA,NA
"R/pttf_fit.R","stop",17,"external_or_base",NA,NA
"R/pttf_fit.R","||",14,"syntax",NA,NA
"R/pttf_fit.R","identical",13,"external_or_base",NA,NA
"R/pttf_fit.R","is.null",12,"external_or_base",NA,NA
"R/pttf_fit.R","list",12,"external_or_base",NA,NA
"R/pttf_fit.R","c",10,"external_or_base",NA,NA
"R/pttf_fit.R","match.arg",9,"external_or_base",NA,NA
"R/pttf_fit.R","return",9,"syntax",NA,NA
"R/pttf_fit.R","is.finite",7,"external_or_base",NA,NA
"R/pttf_fit.R","seq_len",7,"external_or_base",NA,NA
"R/pttf_fit.R","-",6,"syntax",NA,NA
"R/pttf_fit.R","&&",6,"syntax",NA,NA
"R/pttf_fit.R","!=",5,"syntax",NA,NA
"R/pttf_fit.R","*",5,"syntax",NA,NA
"R/pttf_fit.R","<=",5,"syntax",NA,NA
"R/pttf_fit.R",">",5,"syntax",NA,NA
"R/pttf_fit.R","cat",5,"external_or_base",NA,NA
"R/pttf_fit.R","any",4,"external_or_base",NA,NA
"R/pttf_fit.R","as.vector",4,"external_or_base",NA,NA
"R/pttf_fit.R","log",4,"external_or_base",NA,NA
"R/pttf_fit.R","which",4,"external_or_base",NA,NA
"R/pttf_fit.R","%||%",3,"external_or_base",NA,NA
"R/pttf_fit.R","^",3,"syntax",NA,NA
"R/pttf_fit.R","<",3,"syntax",NA,NA
"R/pttf_fit.R","==",3,"syntax",NA,NA
"R/pttf_fit.R","anyNA",3,"external_or_base",NA,NA
"R/pttf_fit.R","as.integer",3,"external_or_base",NA,NA
"R/pttf_fit.R","as.numeric",3,"external_or_base",NA,NA
"R/pttf_fit.R","colMeans",3,"external_or_base",NA,NA
"R/pttf_fit.R","is.numeric",3,"external_or_base",NA,NA
"R/pttf_fit.R","max",3,"external_or_base",NA,NA
"R/pttf_fit.R","ncol",3,"external_or_base",NA,NA
"R/pttf_fit.R","rep",3,"external_or_base",NA,NA
"R/pttf_fit.R","sort",3,"external_or_base",NA,NA
"R/pttf_fit.R",".fit.ssrhe.hessian.l1.from.operator",2,"gflow_internal","R/ssrhe_hessian_energy.R","geosmooth"
"R/pttf_fit.R",".pttf.fit.l2.solve",2,"gflow_internal","R/pttf_fit.R","geosmooth"
"R/pttf_fit.R",".pttf.fit.lambda.boundary",2,"gflow_internal","R/pttf_fit.R","geosmooth"
"R/pttf_fit.R",".pttf.fit.line.rank",2,"gflow_internal","R/pttf_fit.R","geosmooth"
"R/pttf_fit.R",".validate.ssrhe.positive.integer",2,"gflow_internal","R/ssrhe_hessian_energy.R","geosmooth"
"R/pttf_fit.R","(",2,"syntax",NA,NA
"R/pttf_fit.R","&",2,"syntax",NA,NA
"R/pttf_fit.R","%*%",2,"external_or_base",NA,NA
"R/pttf_fit.R","+",2,"syntax",NA,NA
"R/pttf_fit.R","abs",2,"external_or_base",NA,NA
"R/pttf_fit.R","all.equal",2,"external_or_base",NA,NA
"R/pttf_fit.R","exp",2,"external_or_base",NA,NA
"R/pttf_fit.R","ifelse",2,"external_or_base",NA,NA
"R/pttf_fit.R","integer",2,"external_or_base",NA,NA
"R/pttf_fit.R","isTRUE",2,"external_or_base",NA,NA
"R/pttf_fit.R","matrix",2,"external_or_base",NA,NA
"R/pttf_fit.R","nrow",2,"external_or_base",NA,NA
"R/pttf_fit.R","numeric",2,"external_or_base",NA,NA
"R/pttf_fit.R","requireNamespace",2,"external_or_base",NA,NA
"R/pttf_fit.R","seq",2,"external_or_base",NA,NA
"R/pttf_fit.R","stats::sd",2,"stats",NA,NA
"R/pttf_fit.R","sum",2,"external_or_base",NA,NA
"R/pttf_fit.R","unique",2,"external_or_base",NA,NA
"R/pttf_fit.R","vapply",2,"external_or_base",NA,NA
"R/pttf_fit.R",".pttf.fit.apply.row.policy",1,"gflow_internal","R/pttf_fit.R","geosmooth"
"R/pttf_fit.R",".pttf.fit.cv.foldid",1,"gflow_internal","R/pttf_fit.R","geosmooth"
"R/pttf_fit.R",".pttf.fit.decorate.l1",1,"gflow_internal","R/pttf_fit.R","geosmooth"
"R/pttf_fit.R",".pttf.fit.default.l1.lambda.grid",1,"gflow_internal","R/pttf_fit.R","geosmooth"
"R/pttf_fit.R",".pttf.fit.l2",1,"gflow_internal","R/pttf_fit.R","geosmooth"
"R/pttf_fit.R",".pttf.fit.l2.cv",1,"gflow_internal","R/pttf_fit.R","geosmooth"
"R/pttf_fit.R",".pttf.fit.prepare.operator",1,"gflow_internal","R/pttf_fit.R","geosmooth"
"R/pttf_fit.R",".pttf.fit.validate.response",1,"gflow_internal","R/pttf_fit.R","geosmooth"
"R/pttf_fit.R",".pttf.fit.validate.weights",1,"gflow_internal","R/pttf_fit.R","geosmooth"
"R/pttf_fit.R",".pttf.operator.match.order",1,"gflow_internal","R/pttf_operator.R","geosmooth"
"R/pttf_fit.R",".validate.ssrhe.hessian.l1.lambda.grid",1,"gflow_internal","R/ssrhe_hessian_energy.R","geosmooth"
"R/pttf_fit.R",".validate.ssrhe.hessian.l1.solver.args",1,"gflow_internal","R/ssrhe_hessian_energy.R","geosmooth"
"R/pttf_fit.R",".validate.ssrhe.nonnegative.scalar",1,"gflow_internal","R/ssrhe_hessian_energy.R","geosmooth"
"R/pttf_fit.R","/",1,"syntax",NA,NA
"R/pttf_fit.R","%in%",1,"syntax",NA,NA
"R/pttf_fit.R","apply",1,"external_or_base",NA,NA
"R/pttf_fit.R","as.matrix",1,"external_or_base",NA,NA
"R/pttf_fit.R","attr",1,"external_or_base",NA,NA
"R/pttf_fit.R","class",1,"external_or_base",NA,NA
"R/pttf_fit.R","conditionMessage",1,"external_or_base",NA,NA
"R/pttf_fit.R","for",1,"syntax",NA,NA
"R/pttf_fit.R","grepl",1,"external_or_base",NA,NA
"R/pttf_fit.R","inherits",1,"external_or_base",NA,NA
"R/pttf_fit.R","invisible",1,"external_or_base",NA,NA
"R/pttf_fit.R","is.data.frame",1,"external_or_base",NA,NA
"R/pttf_fit.R","is.integer",1,"external_or_base",NA,NA
"R/pttf_fit.R","is.matrix",1,"external_or_base",NA,NA
"R/pttf_fit.R","is.na",1,"external_or_base",NA,NA
"R/pttf_fit.R","match",1,"external_or_base",NA,NA
"R/pttf_fit.R","match.call",1,"external_or_base",NA,NA
"R/pttf_fit.R","Matrix::crossprod",1,"Matrix",NA,NA
"R/pttf_fit.R","Matrix::Diagonal",1,"Matrix",NA,NA
"R/pttf_fit.R","Matrix::solve",1,"Matrix",NA,NA
"R/pttf_fit.R","min",1,"external_or_base",NA,NA
"R/pttf_fit.R","modifyList",1,"external_or_base",NA,NA
"R/pttf_fit.R","NCOL",1,"external_or_base",NA,NA
"R/pttf_fit.R","pttf.geometry",1,"gflow_internal","R/pttf_geometry.R","geosmooth"
"R/pttf_fit.R","pttf.operator",1,"gflow_internal","R/pttf_operator.R","geosmooth"
"R/pttf_fit.R","pttf.operator.filter.rows",1,"gflow_internal","R/pttf_operator.R","geosmooth"
"R/pttf_fit.R","sample",1,"external_or_base",NA,NA
"R/pttf_fit.R","seq_along",1,"external_or_base",NA,NA
"R/pttf_fit.R","signif",1,"external_or_base",NA,NA
"R/pttf_fit.R","sprintf",1,"external_or_base",NA,NA
"R/pttf_fit.R","sqrt",1,"external_or_base",NA,NA
"R/pttf_fit.R","suppressWarnings",1,"external_or_base",NA,NA
"R/pttf_fit.R","tryCatch",1,"external_or_base",NA,NA
"R/pttf_fit.R","which.max",1,"external_or_base",NA,NA
"R/pttf_fit.R","which.min",1,"external_or_base",NA,NA
"R/pttf_geometry.R","<-",263,"syntax",NA,NA
"R/pttf_geometry.R","[",94,"syntax",NA,NA
"R/pttf_geometry.R","{",92,"syntax",NA,NA
"R/pttf_geometry.R","$",91,"syntax",NA,NA
"R/pttf_geometry.R","if",58,"syntax",NA,NA
"R/pttf_geometry.R","[[",45,"syntax",NA,NA
"R/pttf_geometry.R","length",40,"external_or_base",NA,NA
"R/pttf_geometry.R","list",37,"external_or_base",NA,NA
